accession	E_or_T	total_intensity	more_info	layout	Stress	Normal	significant_difference	piechart_graphics	
9942.15_Da_E2180	experimental_below_quantification_threshold	20	Accession = E2180; Aggregated Mass = 9942.14522082365; Aggregated Retention Time = 42.4446633333333; Total Intensity = 20; Aggregated Component Count = 1; ; Lysine Count = 10; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_7_rep2_2-70-2-10; Scan Range: 285-287; Charge State m/z (+14): 711.08891; RT (min): 42.4446633333333; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract6_rep2_2-70-2-10; Scan Range: 307-309; Charge State m/z (+15): 663.74891; RT (min): 42.8548041666667	145				
9971.1_Da_E1837	experimental	14539257.8219979	Accession = E1837; Aggregated Mass = 9971.1000872768; Aggregated Retention Time = 43.3154026546063; Total Intensity = 14539257.8219979; Aggregated Component Count = 2; ; Lysine Count = 13; Abundant Component for Manual Validation of Identification: File: 10-27-15_S_fract9_rep1_2-70-2-10; Scan Range: 314-316; Charge State m/z (+13): 767.85997; RT (min): 43.4321091666667; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract6_rep2_2-70-2-10; Scan Range: 317-319; Charge State m/z (+14): 713.09145; RT (min): 44.0117475\n\nQuantitation Results:Q-Value = 0.9319198425478618715333691179; Log2FC = -0.655211617862187; Significant = True; Stress Quantitative Component Count = 16; Normal Quantitative Component Count = 10; Abundant Component for Manual Validation of Quantification: File: 10-15-15_B_fract5_rep1_2-70-2-10; Scan Range: 314-316; Charge State m/z (+14): 713.19018; RT (min): 43.5321508333333	146	6623639.04708975	8892608.46	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
9974.17_Da_E993	experimental	15423127.55	Accession = E993; Aggregated Mass = 9974.16968363767; Aggregated Retention Time = 42.9982848134777; Total Intensity = 15423127.55; Aggregated Component Count = 7; ; Lysine Count = 10; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract6_rep2_2-70-2-10; Scan Range: 310-312; Charge State m/z (+14): 713.37698; RT (min): 43.07902; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract6_rep2_2-70-2-10; Scan Range: 311-313; Charge State m/z (+14): 713.44872; RT (min): 43.2123816666667\n\nQuantitation Results:Q-Value = 0.9321594321594321594321594322; Log2FC = -1.84736375696238; Significant = False; Stress Quantitative Component Count = 10; Normal Quantitative Component Count = 28; Abundant Component for Manual Validation of Quantification: File: 10-15-15_B_fract5_rep1_2-70-2-10; Scan Range: 315-317; Charge State m/z (+14): 713.26221; RT (min): 43.6655116666667	147	8687158.79101316	12069122.02	False	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
10042.21_Da_E1586	experimental	54482435.56	Accession = E1586; Aggregated Mass = 10042.209729466; Aggregated Retention Time = 43.3623072246404; Total Intensity = 54482435.56; Aggregated Component Count = 8; ; Lysine Count = 10; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_8_rep2_2-70-2-10; Scan Range: 300-302; Charge State m/z (+14): 718.236924184232; RT (min): 43.4807175; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract5_rep2_2-70-2-10; Scan Range: 312-314; Charge State m/z (+14): 718.23571; RT (min): 43.2843691666667\n\nQuantitation Results:Q-Value = 0.3599537037037037037037037036; Log2FC = -2.51671510119063; Significant = True; Stress Quantitative Component Count = 8; Normal Quantitative Component Count = 54; Abundant Component for Manual Validation of Quantification: File: 10-15-15_B_fract5_rep1_2-70-2-10; Scan Range: 311-313; Charge State m/z (+14): 718.19176; RT (min): 43.1325375	148	8744585.74025877	46378277.88	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
10110.11_Da_E843	experimental	22251151.8	Accession = E843; Aggregated Mass = 10110.1130434074; Aggregated Retention Time = 43.5384802405883; Total Intensity = 22251151.8; Aggregated Component Count = 6; ; Lysine Count = 11; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract6_rep1_2-70-2-10; Scan Range: 314-316; Charge State m/z (+13): 778.63087; RT (min): 43.581085; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract6_rep1_2-70-2-10; Scan Range: 314-316; Charge State m/z (+13): 778.63087; RT (min): 43.581085\n\nQuantitation Results:Q-Value = 0.4068428184281842818428184285; Log2FC = 1.25468411395153; Significant = True; Stress Quantitative Component Count = 47; Normal Quantitative Component Count = 13; Abundant Component for Manual Validation of Quantification: File: 10-15-15_B_fract5_rep1_2-70-2-10; Scan Range: 315-317; Charge State m/z (+13): 778.66011; RT (min): 43.6655116666667	149	15679925.31	6981023.11821429	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
10112.24_Da_E509	experimental	32829036.045955	Accession = E509; Aggregated Mass = 10112.2434991485; Aggregated Retention Time = 43.6312925203746; Total Intensity = 32829036.045955; Aggregated Component Count = 47; ; Lysine Count = 10; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract6_rep1_2-70-2-10; Scan Range: 315-317; Charge State m/z (+14): 723.23911; RT (min): 43.5899066666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract6_rep1_2-70-2-10; Scan Range: 315-317; Charge State m/z (+14): 723.23911; RT (min): 43.5899066666667\n\nQuantitation Results:Q-Value = 0.2906378600823045267489711933; Log2FC = -3.13591556853323; Significant = True; Stress Quantitative Component Count = 6; Normal Quantitative Component Count = 59; Abundant Component for Manual Validation of Quantification: File: 10-15-15_B_fract5_rep1_2-70-2-10; Scan Range: 314-316; Charge State m/z (+13): 778.73795; RT (min): 43.5321508333333	150	3024513.81840037	29854650.8880455	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
10168.14_Da_E1817	experimental_below_quantification_threshold	20	Accession = E1817; Aggregated Mass = 10168.1350307381; Aggregated Retention Time = 43.966195; Total Intensity = 20; Aggregated Component Count = 1; ; Lysine Count = 11; Abundant Component for Manual Validation of Identification: File: 10-27-15_S_fract9_rep1_2-70-2-10; Scan Range: 318-320; Charge State m/z (+14): 727.23104; RT (min): 43.966195; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_7_rep2_2-70-2-10; Scan Range: 288-290; Charge State m/z (+14): 727.08957; RT (min): 42.8569275	151				
10499.66_Da_E1120	experimental	34644045.1320926	Accession = E1120; Aggregated Mass = 10499.663597977; Aggregated Retention Time = 48.5748703423452; Total Intensity = 34644045.1320926; Aggregated Component Count = 8; ; Lysine Count = 15; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_7_rep2_2-70-2-10; Scan Range: 331-333; Charge State m/z (+13): 808.51983; RT (min): 48.58125; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_7_rep2_2-70-2-10; Scan Range: 332-334; Charge State m/z (+13): 808.52045; RT (min): 48.7142425\n\nQuantitation Results:Q-Value = 0.3062289562289562289562289558; Log2FC = -3.1000570673057; Significant = True; Stress Quantitative Component Count = 4; Normal Quantitative Component Count = 13; Abundant Component for Manual Validation of Quantification: File: 10-15-15_B_fract5_rep1_2-70-2-10; Scan Range: 350-352; Charge State m/z (+13): 808.63836; RT (min): 48.3292758333333	152	1993112.43697669	31497505.0688953	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
10600.71_Da_E445 P11632_2full93_1G_P1_1T Missing Alanine (A); Missing Leucine (L)	experimental	185124102.88	Accession = E445; Aggregated Mass = 10600.7089591388; Aggregated Retention Time = 48.1277775087118; Total Intensity = 185124102.88; Aggregated Component Count = 15; ; Lysine Count = 15; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_7_rep2_2-70-2-10; Scan Range: 331-333; Charge State m/z (+13): 816.29244; RT (min): 48.58125; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_7_rep2_2-70-2-10; Scan Range: 331-333; Charge State m/z (+13): 816.29244; RT (min): 48.58125\n\nQuantitation Results:Q-Value = 0.279411764705882352941176471; Log2FC = -2.17754904473548; Significant = True; Stress Quantitative Component Count = 17; Normal Quantitative Component Count = 26; Abundant Component for Manual Validation of Quantification: File: 10-15-15_B_fract5_rep1_2-70-2-10; Scan Range: 350-352; Charge State m/z (+13): 816.41091; RT (min): 48.3292758333333	153	33769256.7997223	151610463.26	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
10713.79_Da_E505 P11632_2full93_1G_P1_1T Missing Alanine (A)	experimental	194272772.53	Accession = E505; Aggregated Mass = 10713.7935100837; Aggregated Retention Time = 48.8423570932807; Total Intensity = 194272772.53; Aggregated Component Count = 11; ; Lysine Count = 15; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_7_rep2_2-70-2-10; Scan Range: 335-337; Charge State m/z (+14): 766.13508; RT (min): 49.1134616666667; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_7_rep2_2-70-2-10; Scan Range: 335-337; Charge State m/z (+14): 766.13508; RT (min): 49.1134616666667\n\nQuantitation Results:Q-Value = 0.7161915204678362573099415205; Log2FC = -1.09932486821917; Significant = False; Stress Quantitative Component Count = 22; Normal Quantitative Component Count = 21; Abundant Component for Manual Validation of Quantification: File: 10-15-15_B_fract5_rep1_2-70-2-10; Scan Range: 357-359; Charge State m/z (+13): 825.11005; RT (min): 49.2618683333333	154	61820222.48	132452550.05	False	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
10729.79_Da_E710 P11632_2full93_1G_P3_1T Ox; Missing Alanine (A)	experimental_below_quantification_threshold	20	Accession = E710; Aggregated Mass = 10729.7909496468; Aggregated Retention Time = 48.574242365656; Total Intensity = 20; Aggregated Component Count = 5; ; Lysine Count = 15; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_7_rep2_2-70-2-10; Scan Range: 331-333; Charge State m/z (+13): 826.22173; RT (min): 48.58125; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_7_rep2_2-70-2-10; Scan Range: 330-332; Charge State m/z (+13): 826.22161; RT (min): 48.4480933333333	155				
10784.83_Da_E370 P11632_2full93_1G_P1_1T Unmodified	experimental	237361689.68	Accession = E370; Aggregated Mass = 10784.8344336695; Aggregated Retention Time = 48.7963527214722; Total Intensity = 237361689.68; Aggregated Component Count = 23; ; Lysine Count = 15; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_7_rep2_2-70-2-10; Scan Range: 334-336; Charge State m/z (+13): 830.4556; RT (min): 48.9803591666667; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_7_rep1_2-70-2-10; Scan Range: 335-337; Charge State m/z (+13): 830.45539; RT (min): 48.9554866666667\n\nQuantitation Results:Q-Value = 0.8485072524996479369102943248; Log2FC = -0.323997743634337; Significant = False; Stress Quantitative Component Count = 22; Normal Quantitative Component Count = 24; Abundant Component for Manual Validation of Quantification: File: 10-15-15_B_fract5_rep1_2-70-2-10; Scan Range: 356-358; Charge State m/z (+14): 771.31992; RT (min): 49.1285533333333	156	105410013.92	131951675.76	False	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
10800.83_Da_E611 P11632_2full93_1G_P3_1T Ox	experimental_below_quantification_threshold	20	Accession = E611; Aggregated Mass = 10800.8289814887; Aggregated Retention Time = 48.501328631929; Total Intensity = 20; Aggregated Component Count = 5; ; Lysine Count = 15; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_7_rep1_2-70-2-10; Scan Range: 332-334; Charge State m/z (+13): 831.68604; RT (min): 48.5563116666667; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_7_rep1_2-70-2-10; Scan Range: 332-334; Charge State m/z (+13): 831.68604; RT (min): 48.5563116666667	157				
11065.42_Da_E813	experimental	18004415.9330654	Accession = E813; Aggregated Mass = 11065.4249407037; Aggregated Retention Time = 47.07278; Total Intensity = 18004415.9330654; Aggregated Component Count = 1; ; Lysine Count = 13; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract6_rep1_2-70-2-10; Scan Range: 341-343; Charge State m/z (+16): 692.47047; RT (min): 47.07278; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract6_rep1_2-70-2-10; Scan Range: 340-342; Charge State m/z (+15): 738.501950024; RT (min): 46.93303\n\nQuantitation Results:Q-Value = 0.4969746974697469746974697469; Log2FC = -1.15279371881809; Significant = True; Stress Quantitative Component Count = 3; Normal Quantitative Component Count = 7; Abundant Component for Manual Validation of Quantification: File: 10-15-15_B_fract5_rep2_2-70-2-10; Scan Range: 345-347; Charge State m/z (+16): 692.62459; RT (min): 47.5512583333333	158	3049855.69898776	12418950.15	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
11080.43_Da_E1197	experimental_below_quantification_threshold	20	Accession = E1197; Aggregated Mass = 11080.427226243; Aggregated Retention Time = 47.7542476285751; Total Intensity = 20; Aggregated Component Count = 4; ; Lysine Count = 13; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract6_rep1_2-70-2-10; Scan Range: 340-342; Charge State m/z (+17): 652.67965; RT (min): 46.93303; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract6_rep1_2-70-2-10; Scan Range: 341-343; Charge State m/z (+14): 792.46535; RT (min): 47.07278	159				
11359.55_Da_E511 P02309_2full103_1G_P4_1T Acetyl; Missed Monoisotopic (-1)	experimental_below_quantification_threshold	20	Accession = E511; Aggregated Mass = 11359.5462266869; Aggregated Retention Time = 56.3787057431433; Total Intensity = 20; Aggregated Component Count = 8; ; Lysine Count = 11; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract6_rep2_2-70-2-10; Scan Range: 405-407; Charge State m/z (+16): 710.91606; RT (min): 56.0953233333333; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract6_rep2_2-70-2-10; Scan Range: 405-407; Charge State m/z (+16): 710.91606; RT (min): 56.0953233333333	160				
11401.55_Da_E115 P02309_2full103_1G_P9_1T Acetyl; Acetyl; Missed Monoisotopic (-1)	experimental	143903913.8	Accession = E115; Aggregated Mass = 11401.5535368054; Aggregated Retention Time = 57.0185895628092; Total Intensity = 143903913.8; Aggregated Component Count = 38; ; Lysine Count = 11; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract6_rep2_2-70-2-10; Scan Range: 405-407; Charge State m/z (+15): 761.04424; RT (min): 56.0953233333333; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract6_rep2_2-70-2-10; Scan Range: 405-407; Charge State m/z (+15): 761.04424; RT (min): 56.0953233333333\n\nQuantitation Results:Q-Value = 0.2776030747728860936408106221; Log2FC = -4.07013026925856; Significant = True; Stress Quantitative Component Count = 11; Normal Quantitative Component Count = 29; Abundant Component for Manual Validation of Quantification: File: 10-15-15_B_fract5_rep2_2-70-2-10; Scan Range: 416-418; Charge State m/z (+15): 761.13716; RT (min): 57.008975	161	9721641.40744596	135818054.01	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
