accession	E_or_T	total_intensity	more_info	layout	
9142.16_Da_E227	experimental	105522419.62	Accession = E227; Aggregated Mass = 9142.15738365648; Aggregated Retention Time = 45.5533712161884; Total Intensity = 105522419.62; Aggregated Component Count = 19; ; Lysine Count = 17; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_7_rep2_2-70-2-10; Scan Range: 308-310; Charge State m/z (+13): 704.09084; RT (min): 45.5200858333333; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract6_rep1_2-70-2-10; Scan Range: 329-331; Charge State m/z (+13): 704.09876; RT (min): 45.4549566666667	962
9167.16_Da_E847	experimental	16257287.66	Accession = E847; Aggregated Mass = 9167.16493720296; Aggregated Retention Time = 84.1380626849736; Total Intensity = 16257287.66; Aggregated Component Count = 6; ; Lysine Count = 8; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract5_rep1_2-70-2-10; Scan Range: 618-620; Charge State m/z (+7): 1310.45906; RT (min): 84.1119783333333; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract5_rep1_2-70-2-10; Scan Range: 618-620; Charge State m/z (+7): 1310.45906; RT (min): 84.1119783333333	963
9175.1_Da_E1750	experimental	1069433.92	Accession = E1750; Aggregated Mass = 9175.09904113376; Aggregated Retention Time = 82.3970393463636; Total Intensity = 1069433.92; Aggregated Component Count = 3; ; Lysine Count = 6; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract5_rep1_2-70-2-10; Scan Range: 610-612; Charge State m/z (+11): 835.01607; RT (min): 82.5244941666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract5_rep1_2-70-2-10; Scan Range: 610-612; Charge State m/z (+11): 835.01607; RT (min): 82.5244941666667	964
9175.74_Da_E1922	experimental	572629.55	Accession = E1922; Aggregated Mass = 9175.73697369945; Aggregated Retention Time = 88.8528199529691; Total Intensity = 572629.55; Aggregated Component Count = 3; ; Lysine Count = 3; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract5_rep2_2-70-2-10; Scan Range: 656-658; Charge State m/z (+8): 1147.97445; RT (min): 88.6566891666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract5_rep1_2-70-2-10; Scan Range: 659-661; Charge State m/z (+8): 1147.97385; RT (min): 89.0644958333333	965
9195.29_Da_E1391	experimental	1421762.59	Accession = E1391; Aggregated Mass = 9195.28555572845; Aggregated Retention Time = 64.4868516666667; Total Intensity = 1421762.59; Aggregated Component Count = 1; ; Lysine Count = 18; Abundant Component for Manual Validation of Identification: File: 10-27-15_S_fract9_rep1_2-70-2-10; Scan Range: 472-474; Charge State m/z (+11): 836.66897; RT (min): 64.4868516666667; Abundant Component for Manual Validation of Identification Validation: File: 10-30-15_S_fract11_rep1_2-70-2-10-50; Scan Range: 451-453; Charge State m/z (+12): 767.44374; RT (min): 61.3648783333333	966
9212.74_Da_E2020	experimental	202187.99	Accession = E2020; Aggregated Mass = 9212.74140211205; Aggregated Retention Time = 64.7448355823234; Total Intensity = 202187.99; Aggregated Component Count = 2; ; Lysine Count = 5; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract4_rep2_2-70-2-10; Scan Range: 473-475; Charge State m/z (+7): 1317.11252; RT (min): 64.8494725; Abundant Component for Manual Validation of Identification Validation: File: 10-27-15_S_fract9_rep2_2-70-2-10; Scan Range: 468-470; Charge State m/z (+11): 838.36538; RT (min): 63.9366808333333	967
9213.18_Da_E831 P52870_2full82_1G_P1_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	experimental	14626311.3	Accession = E831; Aggregated Mass = 9213.18479969454; Aggregated Retention Time = 81.7100845452976; Total Intensity = 14626311.3; Aggregated Component Count = 4; ; Lysine Count = 8; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract7_rep2_2-70-2-10; Scan Range: 601-603; Charge State m/z (+7): 1317.03331; RT (min): 81.78364; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep2_2-70-2-10; Scan Range: 601-603; Charge State m/z (+7): 1317.03331; RT (min): 81.78364	968
9216.32_Da_E1880	experimental	1129771.29	Accession = E1880; Aggregated Mass = 9216.32483775405; Aggregated Retention Time = 88.3029959578969; Total Intensity = 1129771.29; Aggregated Component Count = 5; ; Lysine Count = 3; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract5_rep2_2-70-2-10; Scan Range: 652-654; Charge State m/z (+9): 1025.04321; RT (min): 88.1227116666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract5_rep2_2-70-2-10; Scan Range: 652-654; Charge State m/z (+9): 1025.04321; RT (min): 88.1227116666667	969
9217.08_Da_E1151	experimental	2491545.98	Accession = E1151; Aggregated Mass = 9217.07888764459; Aggregated Retention Time = 64.7179658333333; Total Intensity = 2491545.98; Aggregated Component Count = 1; ; Lysine Count = 5; Abundant Component for Manual Validation of Identification: File: 10-27-15_S_fract10_rep2_2-70-2-10-50; Scan Range: 474-476; Charge State m/z (+11): 838.932082777468; RT (min): 64.7179658333333; Abundant Component for Manual Validation of Identification Validation: File: 10-30-15_S_fract11_rep1_2-70-2-10-50; Scan Range: 450-452; Charge State m/z (+10): 922.63528; RT (min): 61.2317783333333	970
9217.6_Da_E1306	experimental	1752362.74	Accession = E1306; Aggregated Mass = 9217.60287320093; Aggregated Retention Time = 64.7532708333333; Total Intensity = 1752362.74; Aggregated Component Count = 1; ; Lysine Count = 10; Abundant Component for Manual Validation of Identification: File: 10-27-15_S_fract9_rep1_2-70-2-10; Scan Range: 474-476; Charge State m/z (+12): 769.05943; RT (min): 64.7532708333333; Abundant Component for Manual Validation of Identification Validation: File: 10-30-15_S_fract11_rep1_2-70-2-10-50; Scan Range: 450-452; Charge State m/z (+10): 922.76988; RT (min): 61.2317783333333	971
9235.86_Da_E2127	experimental	61746.35	Accession = E2127; Aggregated Mass = 9235.85842764953; Aggregated Retention Time = 58.7225558333333; Total Intensity = 61746.35; Aggregated Component Count = 1; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 10-30-15_S_fract3_rep2_2-70-2-10; Scan Range: 428-430; Charge State m/z (+11): 840.53965; RT (min): 58.7225558333333; Abundant Component for Manual Validation of Identification Validation: File: 10-30-15_S_fract11_rep1_2-70-2-10-50; Scan Range: 437-439; Charge State m/z (+12): 770.82697; RT (min): 59.4902383333333	972
9246.77_Da_E1845 Q3E736_2full78_1G_P1_1T Hydrogen Dodecyl Sulfate	experimental	2417309.07	Accession = E1845; Aggregated Mass = 9246.77117184848; Aggregated Retention Time = 89.9893657689486; Total Intensity = 2417309.07; Aggregated Component Count = 13; ; Lysine Count = 3; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract5_rep2_2-70-2-10; Scan Range: 661-663; Charge State m/z (+8): 1156.85332; RT (min): 89.8398366666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract5_rep2_2-70-2-10; Scan Range: 656-658; Charge State m/z (+8): 1156.85538; RT (min): 88.6566891666667	973
9247.14_Da_E1684	experimental	1103818.28	Accession = E1684; Aggregated Mass = 9247.13613689529; Aggregated Retention Time = 84.580264846922; Total Intensity = 1103818.28; Aggregated Component Count = 2; ; Lysine Count = 8; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract5_rep1_2-70-2-10; Scan Range: 622-624; Charge State m/z (+7): 1321.88351; RT (min): 84.64622; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract5_rep1_2-70-2-10; Scan Range: 622-624; Charge State m/z (+7): 1321.88351; RT (min): 84.64622	974
9249.28_Da_E1036	experimental	3217843.62	Accession = E1036; Aggregated Mass = 9249.28171022972; Aggregated Retention Time = 43.417705; Total Intensity = 3217843.62; Aggregated Component Count = 1; ; Lysine Count = 18; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract5_rep2_2-70-2-10; Scan Range: 313-315; Charge State m/z (+14): 661.45548; RT (min): 43.417705; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract5_rep2_2-70-2-10; Scan Range: 314-316; Charge State m/z (+14): 661.45552; RT (min): 43.5508508333333	975
9262.13_Da_E1129 P52871_2full88_1G_P1_1T Missing Alanine (A); Missing Serine (S); Ox; Missing Isoleucine (I)	experimental	17794839.9	Accession = E1129; Aggregated Mass = 9262.12516423028; Aggregated Retention Time = 82.494652156321; Total Intensity = 17794839.9; Aggregated Component Count = 14; ; Lysine Count = 6; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract5_rep1_2-70-2-10; Scan Range: 610-612; Charge State m/z (+11): 842.92755; RT (min): 82.5244941666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract5_rep1_2-70-2-10; Scan Range: 610-612; Charge State m/z (+11): 842.92755; RT (min): 82.5244941666667	976
9262.76_Da_E1875 Q3E736_2full78_1G_P2_1T Ox; Hydrogen Dodecyl Sulfate	experimental	969834.91	Accession = E1875; Aggregated Mass = 9262.76381462178; Aggregated Retention Time = 89.1610079371841; Total Intensity = 969834.91; Aggregated Component Count = 6; ; Lysine Count = 3; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract5_rep2_2-70-2-10; Scan Range: 655-657; Charge State m/z (+8): 1158.85298; RT (min): 89.0361; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract6_rep2_2-70-2-10; Scan Range: 640-642; Charge State m/z (+8): 1158.8544; RT (min): 87.4130491666667	977
9262.8_Da_E2166	experimental	38778.4	Accession = E2166; Aggregated Mass = 9262.79514801345; Aggregated Retention Time = 30.4225916666667; Total Intensity = 38778.4; Aggregated Component Count = 1; ; Lysine Count = 10; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 214-216; Charge State m/z (+14): 662.56391; RT (min): 30.4225916666667; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 215-217; Charge State m/z (+14): 662.56473; RT (min): 30.5611383333333	978
9265.24_Da_E1917	experimental	219312.99	Accession = E1917; Aggregated Mass = 9265.2416277643; Aggregated Retention Time = 85.18043; Total Intensity = 219312.99; Aggregated Component Count = 1; ; Lysine Count = 8; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract5_rep1_2-70-2-10; Scan Range: 626-628; Charge State m/z (+7): 1324.47004; RT (min): 85.18043; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract5_rep1_2-70-2-10; Scan Range: 626-628; Charge State m/z (+7): 1324.47004; RT (min): 85.18043	979
9271.29_Da_E2042	experimental	285014.08	Accession = E2042; Aggregated Mass = 9271.29073156858; Aggregated Retention Time = 67.7896018394041; Total Intensity = 285014.08; Aggregated Component Count = 3; ; Lysine Count = 11; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract4_rep2_2-70-2-10; Scan Range: 495-497; Charge State m/z (+10): 928.03603; RT (min): 67.7962133333333; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract4_rep2_2-70-2-10; Scan Range: 495-497; Charge State m/z (+10): 928.03603; RT (min): 67.7962133333333	980
9281.14_Da_E1228	experimental	2112670.74	Accession = E1228; Aggregated Mass = 9281.13701311303; Aggregated Retention Time = 53.8998108333333; Total Intensity = 2112670.74; Aggregated Component Count = 1; ; Lysine Count = 9; Abundant Component for Manual Validation of Identification: File: 11-02-15_NS_fract9_rep1_2-70-2-10; Scan Range: 396-398; Charge State m/z (+10): 929.0208; RT (min): 53.8998108333333; Abundant Component for Manual Validation of Identification Validation: File: 10-30-15_S_fract9_rep2_2-70-2-10; Scan Range: 396-398; Charge State m/z (+10): 929.05451; RT (min): 54.2046525	981
9285.03_Da_E1472	experimental	1412281.03	Accession = E1472; Aggregated Mass = 9285.03059360643; Aggregated Retention Time = 46.1033390355283; Total Intensity = 1412281.03; Aggregated Component Count = 2; ; Lysine Count = 19; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract6_rep2_2-70-2-10; Scan Range: 333-335; Charge State m/z (+13): 715.00911; RT (min): 46.1433733333333; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract5_rep2_2-70-2-10; Scan Range: 333-335; Charge State m/z (+13): 715.00854; RT (min): 46.0826666666667	982
9288.18_Da_E1103	experimental	22385481.43	Accession = E1103; Aggregated Mass = 9288.18008955474; Aggregated Retention Time = 83.6475498960231; Total Intensity = 22385481.43; Aggregated Component Count = 22; ; Lysine Count = 6; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract5_rep1_2-70-2-10; Scan Range: 618-620; Charge State m/z (+11): 845.29646; RT (min): 83.5912566666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract5_rep1_2-70-2-10; Scan Range: 618-620; Charge State m/z (+11): 845.29646; RT (min): 83.5912566666667	983
9292.13_Da_E1911	experimental	228105.55	Accession = E1911; Aggregated Mass = 9292.12654716417; Aggregated Retention Time = 54.1515475; Total Intensity = 228105.55; Aggregated Component Count = 1; ; Lysine Count = 10; Abundant Component for Manual Validation of Identification: File: 09-10-15_7-stress_rep1_2-70-2-10; Scan Range: 379-381; Charge State m/z (+10): 930.1197; RT (min): 54.1515475; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 387-389; Charge State m/z (+10): 930.15411; RT (min): 54.202805	984
9315.39_Da_E871	experimental	56297862.64	Accession = E871; Aggregated Mass = 9315.39432267116; Aggregated Retention Time = 88.2781275099975; Total Intensity = 56297862.64; Aggregated Component Count = 48; ; Lysine Count = 3; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract5_rep2_2-70-2-10; Scan Range: 651-653; Charge State m/z (+8): 1165.43139; RT (min): 87.9893425; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract5_rep2_2-70-2-10; Scan Range: 651-653; Charge State m/z (+8): 1165.43139; RT (min): 87.9893425	985
9328.98_Da_E2039	experimental	209504.9	Accession = E2039; Aggregated Mass = 9328.98303171187; Aggregated Retention Time = 89.3296834416747; Total Intensity = 209504.9; Aggregated Component Count = 2; ; Lysine Count = 6; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract5_rep1_2-70-2-10; Scan Range: 658-660; Charge State m/z (+7): 1333.57627; RT (min): 89.4670466666667; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract5_rep1_2-70-2-10; Scan Range: 658-660; Charge State m/z (+7): 1333.57627; RT (min): 89.4670466666667	986
9333.16_Da_E1239 P52871_2full88_1G_P1_1T Missing Alanine (A); Missing Isoleucine (I)	experimental	8616801.55	Accession = E1239; Aggregated Mass = 9333.15875128049; Aggregated Retention Time = 82.7099663340209; Total Intensity = 8616801.55; Aggregated Component Count = 10; ; Lysine Count = 6; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract5_rep1_2-70-2-10; Scan Range: 610-612; Charge State m/z (+11): 849.38519; RT (min): 82.5244941666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract5_rep1_2-70-2-10; Scan Range: 610-612; Charge State m/z (+11): 849.38519; RT (min): 82.5244941666667	987
